net,length_um
_03383_,18.54
u_decodestage.u_regfile0.register\[30\]\[22\],18.52
u_memorystage.u_wrap_mem0.wrap_load_out\[18\],18.52
u_decodestage.u_regfile0.register\[3\]\[26\],18.5
_01918_,18.48
u_decodestage.u_regfile0.register\[11\]\[25\],18.48
u_decodestage.u_regfile0.register\[6\]\[30\],18.48
u_decodestage.u_regfile0.register\[7\]\[30\],18.46
u_decodestage.u_regfile0.register\[20\]\[20\],18.4
_02485_,18.38
u_decodestage.u_regfile0.register\[16\]\[20\],18.38
u_decodestage.u_regfile0.register\[28\]\[17\],18.38
u_decodestage.u_regfile0.register\[4\]\[26\],18.36
_03060_,18.34
u_decodestage.u_regfile0.register\[7\]\[19\],18.32
u_decodestage.u_regfile0.register\[1\]\[29\],18.3
_03803_,18.26
_01728_,18.24
_02794_,18.22
u_decodestage.u_regfile0.register\[8\]\[21\],18.22
_03269_,18.2
u_decodestage.u_regfile0.register\[6\]\[13\],18.2
_01875_,18.16
_03930_,18.16
_03161_,18.12
u_fetchpipeline.pre_address_pc\[31\],18.12
_02091_,18.1
u_decodestage.u_regfile0.register\[6\]\[27\],18.075
_01773_,18.06
_04195_,18.06
_04376_,18.06
_03105_,18.055
_04242_,18.03
_02785_,18
_01884_,17.98
_02915_,17.98
_04310_,17.98
u_decodestage.u_regfile0.register\[11\]\[13\],17.98
_01865_,17.95
_01248_,17.94
_01617_,17.94
_02206_,17.92
_02249_,17.92
u_decodestage.u_regfile0.register\[30\]\[18\],17.905
_04625_,17.88
u_decodestage.u_regfile0.register\[25\]\[21\],17.88
u_decodestage.u_regfile0.register\[26\]\[2\],17.88
u_decodestage.u_regfile0.register\[14\]\[13\],17.86
_03938_,17.84
u_decodestage.pc_address\[25\],17.82
u_decodestage.u_regfile0.register\[9\]\[16\],17.82
_01864_,17.8
u_decodestage.u_regfile0.register\[27\]\[11\],17.775
_02004_,17.7
_02950_,17.7
_04305_,17.7
_02816_,17.68
_01215_,17.675
u_decodestage.u_regfile0.register\[16\]\[17\],17.66
load_data_in[14],17.63
_03518_,17.62
_03626_,17.62
u_decodestage.u_regfile0.register\[29\]\[27\],17.58
_03775_,17.56
u_decodestage.u_regfile0.register\[21\]\[3\],17.56
_01963_,17.52
_04071_,17.52
u_decodestage.u_regfile0.register\[31\]\[10\],17.52
u_decodestage.u_regfile0.register\[25\]\[0\],17.48
net217,17.48
u_decodestage.u_regfile0.register\[18\]\[31\],17.46
_02412_,17.44
_01620_,17.4
_03616_,17.4
u_decodestage.pc_address\[7\],17.355
_02684_,17.34
_03337_,17.34
_01915_,17.32
_02596_,17.32
u_decodestage.u_regfile0.register\[5\]\[7\],17.3
u_decodestage.u_regfile0.register\[24\]\[21\],17.245
_01523_,17.24
_01754_,17.22
_01979_,17.2
u_decodestage.u_regfile0.register\[24\]\[2\],17.2
_02688_,17.18
_03955_,17.18
_04262_,17.18
_04524_,17.18
_03089_,17.16
u_decodestage.u_regfile0.register\[13\]\[15\],17.16
_02098_,17.14
_03006_,17.14
_02788_,17.12
_02872_,17.12
pc_address[9],17.12
_01941_,17.1
_02470_,17.1
u_decodestage.u_regfile0.register\[11\]\[30\],17.1
_01312_,17.06
_03550_,17.06
u_decodestage.u_regfile0.register\[26\]\[22\],17.06
_03473_,17.04
u_decodestage.u_regfile0.register\[18\]\[1\],17
u_decodestage.u_regfile0.register\[7\]\[24\],17
_04426_,16.98
u_decodestage.u_regfile0.register\[20\]\[2\],16.98
_03871_,16.9
u_decodestage.u_regfile0.register\[5\]\[14\],16.885
u_decodestage.u_regfile0.register\[14\]\[5\],16.88
_03215_,16.86
u_decodestage.u_regfile0.register\[5\]\[5\],16.86
_04299_,16.82
u_decodestage.u_regfile0.register\[5\]\[27\],16.82
u_decodestage.u_regfile0.register\[9\]\[17\],16.81
u_decodestage.u_regfile0.register\[14\]\[25\],16.8
u_decodestage.u_regfile0.register\[7\]\[13\],16.78
_05510_,16.76
u_decodestage.pc_address\[24\],16.76
u_decodestage.u_regfile0.register\[23\]\[10\],16.745
_01684_,16.74
u_decodestage.u_regfile0.register\[18\]\[15\],16.74
u_decodestage.u_regfile0.register\[7\]\[7\],16.74
_03277_,16.72
u_decodestage.u_regfile0.register\[27\]\[30\],16.705
_01965_,16.7
_02451_,16.7
_02936_,16.68
_03711_,16.68
u_decodestage.u_regfile0.register\[30\]\[15\],16.66
u_decodestage.u_regfile0.register\[26\]\[30\],16.64
u_fetchpipeline.pre_address_pc\[15\],16.64
u_decodestage.u_regfile0.register\[29\]\[3\],16.6
_01732_,16.57
_01251_,16.56
u_decodestage.u_regfile0.register\[22\]\[3\],16.56
u_memorystage.u_wrap_mem0.wrap_load_out\[13\],16.54
u_decodestage.u_regfile0.register\[14\]\[21\],16.52
u_decodestage.u_regfile0.register\[6\]\[29\],16.52
_03429_,16.5
_03299_,16.48
_03788_,16.48
_01703_,16.46
_01079_,16.42
u_fetchpipeline.pre_address_pc\[13\],16.42
_03900_,16.38
u_memorystage.u_wrap_mem0.wrap_load_out\[12\],16.38
u_decodestage.u_regfile0.register\[13\]\[17\],16.355
_04159_,16.34
u_decodestage.u_regfile0.register\[18\]\[13\],16.34
u_decodestage.u_regfile0.register\[21\]\[15\],16.335
_04339_,16.33
_02089_,16.32
_00012_,16.3
_02658_,16.26
_03114_,16.26
_03826_,16.26
u_decodestage.u_regfile0.register\[17\]\[15\],16.24
_01999_,16.22
_03846_,16.22
u_decodestage.u_regfile0.register\[16\]\[13\],16.18
u_decodestage.u_regfile0.register\[27\]\[3\],16.18
u_memorystage.u_wrap_mem0.wrap_load_out\[28\],16.16
net70,16.16
_01304_,16.12
_02601_,16.12
_02278_,16.1
_02350_,16.1
_03594_,16.1
u_decodestage.instruction\[0\],16.1
_04018_,16.08
u_decodestage.u_regfile0.register\[21\]\[20\],16.02
_01776_,15.98
u_decodestage.u_regfile0.register\[6\]\[12\],15.98
u_decodestage.u_regfile0.register\[18\]\[25\],15.96
_01796_,15.92
_01957_,15.9
u_decodestage.pc_address\[13\],15.9
u_decodestage.pc_address\[18\],15.9
u_decodestage.u_regfile0.register\[27\]\[13\],15.88
_03686_,15.86
u_decodestage.u_regfile0.register\[8\]\[17\],15.86
_03739_,15.82
_02400_,15.8
_03534_,15.8
_03625_,15.8
_04796_,15.8
u_memorystage.u_wrap_mem0.wrap_load_out\[5\],15.78
_02499_,15.74
u_decodestage.u_regfile0.register\[18\]\[30\],15.725
_03683_,15.72
net241,15.72
_03127_,15.68
u_decodestage.u_regfile0.register\[7\]\[27\],15.68
_04605_,15.64
_03780_,15.62
_02620_,15.6
_02984_,15.6
_02074_,15.56
_03801_,15.56
_03543_,15.465
_04322_,15.46
_00500_,15.44
_03644_,15.44
_03652_,15.44
u_decodestage.pc_address\[22\],15.44
u_decodestage.u_regfile0.register\[19\]\[2\],15.44
u_decodestage.u_regfile0.register\[4\]\[7\],15.405
u_decodestage.u_regfile0.register\[30\]\[2\],15.4
_03428_,15.38
u_decodestage.u_regfile0.register\[15\]\[8\],15.36
_00008_,15.34
_01948_,15.34
_03342_,15.34
u_decodestage.u_regfile0.register\[20\]\[8\],15.33
_02393_,15.3
u_decodestage.u_regfile0.register\[1\]\[19\],15.3
_03363_,15.26
u_decodestage.u_regfile0.register\[5\]\[4\],15.26
u_decodestage.u_regfile0.register\[7\]\[5\],15.26
_03147_,15.24
u_decodestage.u_regfile0.register\[12\]\[13\],15.24
_03391_,15.22
pc_address[28],15.22
u_decodestage.pc_address\[15\],15.22
_02126_,15.2
_03928_,15.2
u_decodestage.pc_address\[11\],15.2
u_decodestage.u_regfile0.register\[21\]\[31\],15.2
_01860_,15.18
_02640_,15.16
u_decodestage.u_regfile0.register\[27\]\[24\],15.145
_00137_,15.12
_03744_,15.1
u_decodestage.u_regfile0.register\[6\]\[18\],15.1
u_decodestage.u_regfile0.register\[26\]\[17\],15.08
_02811_,15.06
_03041_,15.06
u_decodestage.u_regfile0.register\[10\]\[22\],14.98
u_decodestage.u_regfile0.register\[20\]\[13\],14.98
u_decodestage.u_regfile0.register\[18\]\[22\],14.96
_01306_,14.94
_01494_,14.94
_03895_,14.94
_03920_,14.94
u_decodestage.u_regfile0.register\[1\]\[18\],14.94
_01546_,14.92
_02494_,14.915
_01880_,14.88
_03919_,14.88
_04666_,14.84
u_decodestage.u_regfile0.register\[24\]\[1\],14.84
_04612_,14.82
u_decodestage.pc_address\[8\],14.82
load_signal,14.81
_03085_,14.8
_03227_,14.8
_03691_,14.8
_03710_,14.8
_01560_,14.78
_03869_,14.72
_03755_,14.7
_03325_,14.68
_04415_,14.68
u_decodestage.u_regfile0.register\[28\]\[10\],14.68
u_decodestage.u_regfile0.register\[7\]\[10\],14.645
_02782_,14.64
_03374_,14.64
_01533_,14.62
u_decodestage.u_regfile0.register\[24\]\[31\],14.62
u_decodestage.u_regfile0.register\[19\]\[13\],14.605
_01755_,14.6
u_decodestage.i_immo\[4\],14.6
u_fetchpipeline.pre_address_pc\[14\],14.58
u_fetchpipeline.pre_address_pc\[20\],14.58
_02906_,14.56
u_decodestage.u_regfile0.register\[13\]\[24\],14.56
u_decodestage.u_regfile0.register\[8\]\[2\],14.56
u_fetchpipeline.pre_address_pc\[2\],14.56
_04163_,14.55
_01499_,14.52
_03178_,14.52
_03927_,14.52
_04520_,14.52
_04626_,14.52
u_decodestage.u_regfile0.register\[27\]\[22\],14.52
u_decodestage.u_regfile0.register\[21\]\[10\],14.5
_02616_,14.48
_04176_,14.46
_04353_,14.46
u_decodestage.u_regfile0.register\[30\]\[30\],14.44
_00185_,14.435
_03044_,14.42
_01806_,14.4
_04478_,14.4
_02538_,14.39
_03072_,14.38
_04114_,14.38
_04224_,14.36
_01709_,14.35
_02175_,14.34
_02591_,14.34
u_decodestage.u_regfile0.register\[29\]\[12\],14.315
_02190_,14.3
_03030_,14.28
u_decodestage.u_regfile0.register\[16\]\[16\],14.265
_04378_,14.26
_01410_,14.24
u_decodestage.u_regfile0.register\[20\]\[21\],14.24
u_decodestage.u_regfile0.register\[19\]\[22\],14.2
_01842_,14.18
u_decodestage.u_regfile0.register\[1\]\[21\],14.18
u_decodestage.u_regfile0.register\[27\]\[4\],14.16
u_decodestage.pc_address\[10\],14.135
u_decodestage.u_regfile0.register\[21\]\[21\],14.12
net405,14.12
_01888_,14.1
u_decodestage.u_regfile0.register\[5\]\[23\],14.1
u_decodestage.u_regfile0.register\[20\]\[25\],14.035
_02476_,14.02
_02828_,14.02
_03026_,14.02
_04274_,14.02
u_fetchpipeline.pre_address_pc\[0\],14
data_out[23],13.98
pc_address[30],13.98
store_data_out[21],13.98
_03078_,13.96
_03345_,13.96
_03523_,13.94
_02664_,13.92
_03791_,13.92
_02602_,13.88
_02722_,13.88
u_decodestage.pc_address\[27\],13.88
u_decodestage.u_regfile0.register\[9\]\[25\],13.88
_02213_,13.86
_02323_,13.86
_02642_,13.86
_02682_,13.86
_04373_,13.86
u_decodestage.u_regfile0.register\[13\]\[31\],13.845
_00418_,13.82
_01704_,13.82
_02756_,13.82
u_decodestage.u_regfile0.register\[18\]\[20\],13.82
_02382_,13.8
_02871_,13.8
u_decodestage.u_regfile0.register\[24\]\[24\],13.8
u_decodestage.pc_address\[30\],13.78
_03219_,13.76
u_decodestage.u_regfile0.register\[1\]\[5\],13.72
_01198_,13.68
u_decodestage.u_regfile0.register\[2\]\[21\],13.64
_01138_,13.62
_04002_,13.62
_05025_,13.62
_01653_,13.6
_02731_,13.6
_03929_,13.6
u_decodestage.pc_address\[16\],13.6
_01621_,13.58
_03301_,13.54
_03622_,13.54
_01887_,13.52
_04588_,13.52
_01481_,13.5
_04118_,13.5
_01908_,13.49
_00155_,13.46
_02217_,13.46
_02469_,13.46
u_decodestage.u_regfile0.register\[4\]\[22\],13.45
_04676_,13.445
_04679_,13.44
_01808_,13.42
_02002_,13.42
_02554_,13.42
_02854_,13.42
_03231_,13.42
_04055_,13.42
_01349_,13.4
data_out[13],13.4
pc_address[29],13.4
u_decodestage.u_regfile0.register\[5\]\[25\],13.385
_03806_,13.38
_03997_,13.38
u_decodestage.u_regfile0.register\[3\]\[22\],13.38
_02940_,13.34
u_decodestage.u_regfile0.register\[3\]\[13\],13.34
_00013_,13.28
_02120_,13.28
_03793_,13.28
_03844_,13.28
_03208_,13.26
u_decodestage.instruction\[1\],13.24
u_decodestage.u_regfile0.register\[24\]\[4\],13.24
_02130_,13.22
u_decodestage.u_regfile0.register\[24\]\[15\],13.22
_02800_,13.21
_01802_,13.2
_03889_,13.18
_03310_,13.14
u_decodestage.u_regfile0.register\[21\]\[25\],13.14
_02359_,13.12
u_decodestage.u_regfile0.register\[21\]\[0\],13.12
load_data_in[17],13.11
_01710_,13.1
_03768_,13.1
_02884_,13.08
_03861_,13.08
_04448_,13.08
_04787_,13.08
_01919_,13.04
_02043_,13.04
_02522_,13.04
u_decodestage.u_regfile0.register\[31\]\[5\],13.04
u_decodestage.u_regfile0.register\[4\]\[5\],13.04
_03267_,13
u_decodestage.u_regfile0.register\[9\]\[21\],13
_01680_,12.98
_04658_,12.97
_01817_,12.96
_02057_,12.96
_02625_,12.96
_03297_,12.96
_03368_,12.96
_03582_,12.96
_03940_,12.96
u_decodestage.u_regfile0.register\[3\]\[21\],12.96
_04595_,12.95
_03236_,12.94
_05093_,12.94
_00136_,12.92
_01219_,12.92
_02024_,12.92
_02139_,12.92
_02035_,12.9
_02352_,12.9
_02572_,12.88
_04932_,12.88
_03884_,12.86
_03553_,12.84
_04280_,12.84
_02862_,12.82
u_decodestage.u_regfile0.register\[11\]\[21\],12.82
_04342_,12.8
_03495_,12.76
_01267_,12.74
_02021_,12.74
_02116_,12.74
_01217_,12.72
_03988_,12.72
_04350_,12.7
_02077_,12.66
_03268_,12.66
_01505_,12.62
_01837_,12.62
_02881_,12.62
_03239_,12.62
_03695_,12.62
_03207_,12.6
_02480_,12.58
_03061_,12.58
u_decodestage.u_regfile0.register\[21\]\[16\],12.56
_01729_,12.54
_02573_,12.54
_03136_,12.48
_03187_,12.46
u_decodestage.u_regfile0.register\[2\]\[7\],12.46
_02539_,12.44
_05521_,12.44
net393,12.43
_01170_,12.38
u_decodestage.u_regfile0.register\[5\]\[22\],12.345
_02746_,12.34
_04037_,12.34
_04270_,12.34
u_decodestage.u_regfile0.register\[15\]\[21\],12.34
_03749_,12.3
_01855_,12.28
_02679_,12.28
_00757_,12.26
_02773_,12.26
u_memorystage.u_wrap_mem0.wrap_load_out\[24\],12.26
net245,12.26
u_decodestage.u_regfile0.register\[18\]\[7\],12.225
_04100_,12.18
net404,12.18
_02980_,12.16
_03237_,12.16
_03589_,12.16
_05597_,12.16
_00389_,12.14
_00647_,12.14
_01303_,12.14
_03083_,12.14
pc_address[8],12.14
_03612_,12.12
_02977_,12.1
_05726_,12.1
_04877_,12.08
_01894_,12.06
_02894_,12.06
_04627_,12.06
_01554_,12.04
_01707_,12.04
_02626_,12.04
_02646_,12.04
_02747_,12.04
_02882_,12.04
_03171_,12.04
_02716_,12.02
_03682_,12.02
u_decodestage.pc_address\[23\],12.02
_03954_,11.96
_04594_,11.96
u_decodestage.u_regfile0.register\[18\]\[26\],11.96
_04772_,11.94
_04788_,11.94
_00524_,11.92
_02459_,11.9
alu_out_address[22],11.89
_03276_,11.88
u_decodestage.u_regfile0.register\[22\]\[20\],11.88
u_decodestage.u_regfile0.register\[31\]\[7\],11.88
_01879_,11.87
_03270_,11.86
_01268_,11.84
_01983_,11.84
_02458_,11.84
_00564_,11.82
_01425_,11.8
_05738_,11.8
u_decodestage.u_regfile0.register\[23\]\[24\],11.8
_03646_,11.78
_03132_,11.76
_01490_,11.74
_01989_,11.74
_03059_,11.74
_04394_,11.74
_02191_,11.73
_01275_,11.725
_01675_,11.72
_01813_,11.72
_01465_,11.7
_02567_,11.7
_02850_,11.7
_03717_,11.7
data_out[17],11.68
data_out[22],11.68
store_data_out[17],11.68
store_data_out[29],11.68
_02851_,11.67
_02070_,11.66
_03193_,11.66
u_decodestage.u_regfile0.register\[14\]\[17\],11.645
_02805_,11.64
_03135_,11.64
_02151_,11.62
_02934_,11.62
u_decodestage.u_regfile0.register\[18\]\[16\],11.62
_05310_,11.6
_01357_,11.58
_03202_,11.58
_03396_,11.58
_05437_,11.58
u_memorystage.u_wrap_mem0.wrap_load_out\[14\],11.58
_02651_,11.54
_03977_,11.54
u_decodestage.u_regfile0.register\[2\]\[26\],11.54
_02236_,11.5
_03795_,11.5
_01945_,11.495
u_memorystage.u_wrap_mem0.wrap_load_out\[2\],11.485
_00754_,11.48
_00214_,11.405
_00254_,11.38
_04327_,11.36
_04387_,11.36
_01439_,11.355
_04321_,11.34
u_decodestage.u_regfile0.register\[17\]\[22\],11.34
_02793_,11.32
_03240_,11.32
_01871_,11.3
u_decodestage.u_regfile0.register\[29\]\[25\],11.3
_01291_,11.28
_03872_,11.28
_04410_,11.28
u_decodestage.u_regfile0.register\[6\]\[25\],11.28
load_data_in[31],11.27
_03164_,11.26
_01517_,11.24
_02121_,11.24
_02650_,11.24
_03214_,11.24
_03610_,11.24
_04260_,11.24
data_out[21],11.22
store_data_out[31],11.22
u_decodestage.u_regfile0.register\[20\]\[30\],11.22
_00207_,11.215
alu_out_address[1],11.21
_02852_,11.2
_03090_,11.2
_03266_,11.2
_03799_,11.2
_01741_,11.16
_01951_,11.14
_03692_,11.12
_04330_,11.12
_04086_,11.1
data_out[11],11.1
data_out[16],11.1
data_out[26],11.1
data_out[27],11.1
data_out[28],11.1
data_out[29],11.1
pc_address[31],11.1
store_data_out[27],11.1
store_data_out[28],11.1
store_data_out[30],11.1
_03615_,11.095
_00810_,11.085
_04307_,11.085
_02633_,11.08
_03037_,11.08
u_decodestage.u_regfile0.register\[15\]\[24\],11.08
u_decodestage.u_regfile0.register\[8\]\[20\],11.08
_02972_,11.06
_03723_,11.05
_01921_,11.04
u_memorystage.u_wrap_mem0.wrap_load_out\[1\],11.04
_05441_,11.02
u_decodestage.u_regfile0.register\[31\]\[24\],11.01
_02708_,10.96
_03386_,10.96
instruction[6],10.93
_00594_,10.92
_01905_,10.92
_03963_,10.92
_04334_,10.92
_04515_,10.92
_01194_,10.9
_02161_,10.9
_03260_,10.9
_03811_,10.9
_04038_,10.9
_04123_,10.9
_03419_,10.89
_04396_,10.89
_03242_,10.88
_01202_,10.86
_01297_,10.86
_01799_,10.86
u_decodestage.u_regfile0.register\[16\]\[31\],10.84
_01925_,10.82
_03790_,10.82
_01257_,10.8
_02068_,10.8
_03851_,10.8
u_memorystage.u_wrap_mem0.wrap_load_out\[30\],10.8
_02165_,10.78
_02395_,10.78
_02904_,10.78
_02829_,10.775
_01745_,10.76
_03066_,10.76
_04359_,10.76
net390,10.76
_01400_,10.74
u_decodestage.u_regfile0.register\[14\]\[20\],10.735
_02170_,10.725
_04561_,10.72
_05459_,10.72
_01990_,10.7
_02185_,10.7
_01856_,10.68
_01934_,10.68
_01596_,10.66
_01927_,10.66
_03203_,10.66
_03641_,10.66
_04189_,10.66
_01421_,10.64
u_decodestage.u_regfile0.register\[15\]\[20\],10.62
u_decodestage.u_regfile0.register\[1\]\[12\],10.62
u_decodestage.u_regfile0.register\[8\]\[31\],10.62
_00126_,10.585
_01610_,10.58
_00678_,10.56
_00978_,10.56
_01943_,10.56
_04580_,10.56
_03043_,10.54
_03618_,10.54
_05482_,10.54
u_decodestage.u_regfile0.register\[1\]\[10\],10.54
_01780_,10.52
_04004_,10.52
_01273_,10.5
_02901_,10.5
u_memorystage.u_wrap_mem0.wrap_load_out\[11\],10.5
_02141_,10.485
_02308_,10.46
_02886_,10.46
_03436_,10.46
_00240_,10.44
_01427_,10.44
_02750_,10.44
_03110_,10.44
_03908_,10.44
_04052_,10.44
_05466_,10.44
_01841_,10.42
_02600_,10.42
_03196_,10.42
_04278_,10.42
_01676_,10.41
_04382_,10.4
_01713_,10.38
_03235_,10.38
u_decodestage.mem_to_reg\[1\],10.38
_02991_,10.36
_03761_,10.36
_04161_,10.36
u_decodestage.u_regfile0.register\[1\]\[8\],10.355
_04887_,10.34
_00443_,10.32
_01131_,10.32
_01134_,10.32
_01955_,10.32
_02495_,10.32
_02564_,10.32
_03326_,10.32
_03667_,10.32
_04423_,10.32
_04832_,10.32
_05044_,10.32
u_decodestage.pc_address\[3\],10.315
_00718_,10.3
_00139_,10.285
_04586_,10.28
_05435_,10.28
_02312_,10.26
_02613_,10.24
_02985_,10.24
_03077_,10.24
_03112_,10.24
_03993_,10.24
_01693_,10.2
_02397_,10.2
_02537_,10.2
_03480_,10.2
_03832_,10.2
_04304_,10.2
_04644_,10.2
_04356_,10.18
_03130_,10.17
u_decodestage.u_regfile0.register\[24\]\[30\],10.16
_01595_,10.14
_01415_,10.135
_01453_,10.12
_02997_,10.12
_03435_,10.12
_03978_,10.12
u_decodestage.u_regfile0.register\[11\]\[2\],10.12
_01166_,10.1
_02028_,10.1
_02105_,10.1
_02639_,10.1
_00915_,10.08
_02566_,10.08
u_memorystage.u_wrap_mem0.wrap_load_out\[20\],10.06
u_decodestage.instruction\[3\],10.05
_02416_,10.04
_03143_,10.04
_04678_,10.02
_03292_,10.01
_01035_,10
_01940_,10
_00078_,9.98
_00462_,9.98
_05423_,9.98
_05644_,9.98
_03290_,9.96
_04347_,9.96
u_decodestage.u_regfile0.register\[24\]\[20\],9.96
_00144_,9.955
_01077_,9.94
_02962_,9.94
_03816_,9.94
_04570_,9.94
_00162_,9.9
_03450_,9.9
_02584_,9.885
_01771_,9.88
_01904_,9.88
_04147_,9.88
_01464_,9.86
_02455_,9.86
_02482_,9.86
_02632_,9.86
_02876_,9.86
_04040_,9.86
_04466_,9.86
_04640_,9.86
_03502_,9.84
_05682_,9.84
_00306_,9.82
_01409_,9.82
_02219_,9.82
_02402_,9.82
_03183_,9.82
_04117_,9.82
_04401_,9.82
_04847_,9.82
_05306_,9.82
_05772_,9.82
_05777_,9.82
_01816_,9.8
_03595_,9.8
_03291_,9.78
_03431_,9.78
_04318_,9.78
_02914_,9.74
_03685_,9.74
_04399_,9.74
_02577_,9.725
_01906_,9.72
_03661_,9.72
_01127_,9.7
_03120_,9.7
_03334_,9.7
_03778_,9.68
_00230_,9.66
_01361_,9.66
_02929_,9.66
_03792_,9.66
_02069_,9.64
_02168_,9.64
_02769_,9.64
_04143_,9.64
_05433_,9.64
instruction[20],9.64
_00586_,9.62
_02338_,9.62
_03663_,9.62
_04091_,9.62
_00597_,9.6
_01760_,9.6
_02027_,9.6
_03786_,9.58
u_decodestage.i_immo\[3\],9.58
_03924_,9.57
_00297_,9.56
_01223_,9.54
_02215_,9.52
_03191_,9.52
_04641_,9.52
_04856_,9.52
_00515_,9.5
_02047_,9.5
_02536_,9.5
_04007_,9.5
_04073_,9.5
_02009_,9.48
_04144_,9.48
_04312_,9.48
_05254_,9.48
_03209_,9.46
_01241_,9.44
_01411_,9.44
_02297_,9.44
_02542_,9.44
_05801_,9.44
_04146_,9.42
_04191_,9.42
_01724_,9.4
net419,9.4
_02055_,9.385
_02821_,9.38
_01767_,9.36
_04899_,9.36
_04975_,9.36
_05289_,9.36
_01434_,9.34
_03074_,9.34
_04141_,9.34
_05410_,9.34
_01781_,9.32
_02075_,9.32
_02114_,9.32
_05118_,9.32
_01730_,9.3
_03951_,9.3
_00339_,9.28
_01920_,9.28
_03576_,9.28
_02430_,9.26
_04440_,9.26
_04328_,9.24
u_decodestage.u_regfile0.register\[22\]\[15\],9.24
u_decodestage.u_regfile0.register\[31\]\[15\],9.24
_01369_,9.22
_02783_,9.2
_03116_,9.2
_03713_,9.2
_02660_,9.18
_02784_,9.18
_03228_,9.18
_01968_,9.16
_03362_,9.16
_04360_,9.16
_00190_,9.125
_01988_,9.12
_02971_,9.12
_03836_,9.12
_04397_,9.12
_05194_,9.12
_01027_,9.1
_00098_,9.08
_00407_,9.08
_01098_,9.06
_03232_,9.06
u_fetchpipeline.pre_address_pc\[10\],9.06
_02510_,9.04
_03389_,9.04
_03856_,9.04
_00948_,9.02
_01150_,9.02
_01962_,9.02
_04731_,9.02
_04785_,9.02
_05252_,9.02
_00411_,9
_02331_,8.98
_04209_,8.98
_04741_,8.98
_05172_,8.98
_00979_,8.96
_02199_,8.96
_04279_,8.96
_05382_,8.96
store_data_out[0],8.96
store_data_out[10],8.96
store_data_out[12],8.96
store_data_out[13],8.96
store_data_out[14],8.96
store_data_out[15],8.96
store_data_out[16],8.96
store_data_out[18],8.96
store_data_out[1],8.96
store_data_out[22],8.96
store_data_out[24],8.96
store_data_out[6],8.96
store_data_out[8],8.96
store_data_out[9],8.96
_01475_,8.94
_01757_,8.94
_04170_,8.94
_04190_,8.94
_01740_,8.92
_01993_,8.92
_02022_,8.92
_02753_,8.92
_00426_,8.9
_02967_,8.9
_03479_,8.9
_03665_,8.9
_03783_,8.9
_04436_,8.9
_04535_,8.9
_04924_,8.9
_05394_,8.9
_05617_,8.9
_02019_,8.88
_01615_,8.86
_01752_,8.86
_02049_,8.86
_02662_,8.86
_03280_,8.86
_03974_,8.86
_04197_,8.86
_04598_,8.86
_05500_,8.86
_05628_,8.86
_00266_,8.84
_01788_,8.84
_03179_,8.835
_00080_,8.82
_02052_,8.82
_03818_,8.82
_04481_,8.82
_05063_,8.82
_02279_,8.8
_02774_,8.8
_04777_,8.8
_03813_,8.78
u_memorystage.u_wrap_mem0.wrap_load_out\[26\],8.78
_04194_,8.76
_02462_,8.74
_00546_,8.72
_01195_,8.72
_01866_,8.72
_03520_,8.72
_04083_,8.72
instruction[15],8.72
instruction[16],8.72
instruction[17],8.72
instruction[18],8.72
instruction[19],8.72
instruction[21],8.72
instruction[22],8.72
instruction[23],8.72
instruction[24],8.72
_02979_,8.71
_03566_,8.705
_03958_,8.7
_04050_,8.7
_04240_,8.7
_00106_,8.68
_00298_,8.68
_00350_,8.68
_00548_,8.68
_01145_,8.68
_03529_,8.66
_00270_,8.62
_00274_,8.62
_00292_,8.62
_00302_,8.62
_00414_,8.62
_01110_,8.62
_01118_,8.62
_01130_,8.62
_01163_,8.62
_01972_,8.62
_02033_,8.62
_02718_,8.62
u_decodestage.u_regfile0.register\[30\]\[6\],8.62
_00458_,8.6
_02453_,8.6
_02467_,8.6
_04341_,8.6
_02649_,8.58
_04452_,8.58
_05733_,8.58
_00435_,8.565
_01840_,8.56
_01854_,8.56
_01891_,8.56
_02830_,8.56
_04946_,8.56
_04998_,8.56
_05138_,8.56
_05309_,8.56
_05458_,8.56
_05471_,8.56
_05546_,8.56
_05761_,8.56
_00189_,8.525
_01804_,8.52
_01858_,8.52
_02710_,8.52
_03011_,8.52
_04815_,8.52
_05261_,8.52
_05598_,8.52
_05686_,8.52
_05436_,8.5
data_out[0],8.5
data_out[1],8.5
data_out[2],8.5
data_out[3],8.5
data_out[6],8.5
data_out[9],8.5
instruction_mem_request,8.5
pc_address[2],8.5
pc_address[3],8.5
pc_address[4],8.5
pc_address[5],8.5
pc_address[6],8.5
pc_address[7],8.5
store_data_out[20],8.5
store_data_out[23],8.5
store_data_out[25],8.5
store_data_out[26],8.5
store_data_out[2],8.5
store_data_out[3],8.5
store_data_out[4],8.5
store_data_out[5],8.5
store_data_out[7],8.5
_00526_,8.48
_01761_,8.48
_02880_,8.48
_04633_,8.48
_05198_,8.48
_02493_,8.475
_01326_,8.44
_01869_,8.44
_02099_,8.44
_02160_,8.44
_02680_,8.44
_03009_,8.44
_03176_,8.44
_03648_,8.44
_03911_,8.44
_03971_,8.44
_04186_,8.44
_04769_,8.44
_05314_,8.44
_05520_,8.44
_02507_,8.42
_05502_,8.42
net389,8.41
_01931_,8.4
_02345_,8.4
_03750_,8.4
_04276_,8.4
_04850_,8.4
_05424_,8.4
_03933_,8.38
_01422_,8.36
_01907_,8.36
