net,length_um
_04992_,2.06
_05017_,2.06
_05027_,2.06
_05029_,2.06
_05050_,2.06
_05061_,2.06
_05082_,2.06
_05087_,2.06
_05114_,2.06
_05116_,2.06
_05117_,2.06
_05125_,2.06
_05128_,2.06
_05136_,2.06
_05157_,2.06
_05170_,2.06
_05175_,2.06
_05176_,2.06
_05200_,2.06
_05202_,2.06
_05206_,2.06
_05244_,2.06
_05262_,2.06
_05267_,2.06
_05290_,2.06
_05297_,2.06
_05303_,2.06
_05315_,2.06
_05321_,2.06
_05328_,2.06
_05375_,2.06
_05377_,2.06
_05402_,2.06
_05409_,2.06
_05420_,2.06
_05438_,2.06
_05443_,2.06
_05445_,2.06
_05453_,2.06
_05457_,2.06
_05504_,2.06
_05526_,2.06
_05550_,2.06
_05565_,2.06
_05566_,2.06
_05569_,2.06
_05578_,2.06
_05599_,2.06
_05621_,2.06
_05654_,2.06
_05663_,2.06
_05666_,2.06
_05674_,2.06
_05680_,2.06
_05704_,2.06
_05711_,2.06
_05721_,2.06
_05724_,2.06
_05732_,2.06
_05735_,2.06
_05752_,2.06
_05797_,2.06
_05821_,2.06
_00045_,2.04
_00517_,2.04
_00829_,2.04
_01779_,2.04
_01974_,2.04
_02486_,2.04
_02691_,2.04
_02719_,2.04
_02866_,2.04
_03055_,2.04
_03149_,2.04
_03629_,2.04
_03672_,2.04
_03770_,2.04
_03879_,2.04
_03918_,2.04
_03925_,2.04
_04057_,2.04
_04142_,2.04
_04222_,2.04
_04592_,2.04
_04628_,2.04
_04674_,2.04
_04930_,2.04
_04962_,2.04
_05528_,2.04
_05555_,2.04
_05589_,2.04
_05798_,2.04
_00335_,2.005
_00789_,2.005
_00970_,2.005
_01165_,2.005
_01168_,2.005
_05016_,1.98
_01435_,1.94
_01489_,1.94
_01818_,1.94
_02088_,1.94
_02556_,1.94
_02939_,1.94
_05669_,1.94
_03434_,1.87
_00152_,1.865
_00160_,1.865
_00161_,1.865
_00188_,1.865
_00215_,1.865
_00236_,1.845
_00847_,1.845
_01009_,1.845
_00029_,1.84
_00031_,1.84
_01277_,1.84
_01280_,1.84
_01838_,1.84
_01996_,1.84
_02123_,1.84
_02527_,1.84
_03465_,1.84
_03660_,1.84
_03843_,1.84
_03912_,1.84
_04419_,1.84
net418,1.84
_04659_,1.825
_00228_,1.82
_00229_,1.82
_00231_,1.82
_00241_,1.82
_00245_,1.82
_00246_,1.82
_00260_,1.82
_00277_,1.82
_00281_,1.82
_00300_,1.82
_00309_,1.82
_00311_,1.82
_00313_,1.82
_00324_,1.82
_00328_,1.82
_00336_,1.82
_00355_,1.82
_00374_,1.82
_00405_,1.82
_00412_,1.82
_00445_,1.82
_00478_,1.82
_00487_,1.82
_00489_,1.82
_00494_,1.82
_00499_,1.82
_00501_,1.82
_00514_,1.82
_00519_,1.82
_00543_,1.82
_00556_,1.82
_00576_,1.82
_00578_,1.82
_00582_,1.82
_00591_,1.82
_00595_,1.82
_00606_,1.82
_00618_,1.82
_00619_,1.82
_00623_,1.82
_00657_,1.82
_00677_,1.82
_00685_,1.82
_00688_,1.82
_00692_,1.82
_00695_,1.82
_00702_,1.82
_00708_,1.82
_00738_,1.82
_00743_,1.82
_00751_,1.82
_00778_,1.82
_00784_,1.82
_00834_,1.82
_00858_,1.82
_00870_,1.82
_00879_,1.82
_00909_,1.82
_00939_,1.82
_00942_,1.82
_00949_,1.82
_00959_,1.82
_00972_,1.82
_00973_,1.82
_00980_,1.82
_00982_,1.82
_01000_,1.82
_01008_,1.82
_01010_,1.82
_01017_,1.82
_01018_,1.82
_01020_,1.82
_01037_,1.82
_01097_,1.82
_01108_,1.82
_01128_,1.82
_01140_,1.82
_01144_,1.82
_01147_,1.82
_01159_,1.82
_01181_,1.82
_01191_,1.82
_01522_,1.82
_01552_,1.82
_01790_,1.82
_02336_,1.82
_02553_,1.82
_02831_,1.82
_03008_,1.82
_00109_,1.75
_00220_,1.745
_00264_,1.745
_00308_,1.745
_00315_,1.745
_00914_,1.745
_01827_,1.72
_03370_,1.72
_03606_,1.72
_03943_,1.72
_04111_,1.72
_04547_,1.72
_00002_,1.7
_00021_,1.7
_00023_,1.7
_00036_,1.7
_00041_,1.7
_00115_,1.7
_00226_,1.7
_00235_,1.7
_00262_,1.7
_00286_,1.7
_00345_,1.7
_00371_,1.7
_00440_,1.7
_00518_,1.7
_00609_,1.7
_00687_,1.7
_00773_,1.7
_00852_,1.7
_00918_,1.7
_00920_,1.7
_00951_,1.7
_01005_,1.7
_01013_,1.7
_01057_,1.7
_01121_,1.7
_01142_,1.7
_01199_,1.7
_01478_,1.7
_01619_,1.7
_01764_,1.7
_01774_,1.7
_01937_,1.7
_02061_,1.7
_02109_,1.7
_02176_,1.7
_02514_,1.7
_02521_,1.7
_02739_,1.7
_02879_,1.7
_03062_,1.7
_03138_,1.7
_03355_,1.7
_03433_,1.7
_03741_,1.7
_03771_,1.7
_03870_,1.7
_03946_,1.7
_03980_,1.7
_04077_,1.7
_04145_,1.7
_04465_,1.7
_04574_,1.7
_04919_,1.7
_05062_,1.7
_05097_,1.7
_05139_,1.7
_05281_,1.7
_05480_,1.7
_05505_,1.7
_05602_,1.7
_05675_,1.7
_05745_,1.7
u_fetchpipeline.flush_pipeline,1.7
_00128_,1.685
_01975_,1.61
_01901_,1.6
_02119_,1.6
_02153_,1.6
_02349_,1.6
_02603_,1.6
_02836_,1.6
_02837_,1.6
_02885_,1.6
_03359_,1.6
_03361_,1.6
_04451_,1.6
_04459_,1.6
_04564_,1.6
_04565_,1.6
_04566_,1.6
_04701_,1.6
_04715_,1.6
_04774_,1.6
_04780_,1.6
_04825_,1.6
_04826_,1.6
_04831_,1.6
_04853_,1.6
_04878_,1.6
_04884_,1.6
_04891_,1.6
_04897_,1.6
_04902_,1.6
_04923_,1.6
_04937_,1.6
_04941_,1.6
_05046_,1.6
_05052_,1.6
_05054_,1.6
_05105_,1.6
_05132_,1.6
_05140_,1.6
_05160_,1.6
_05171_,1.6
_05212_,1.6
_05216_,1.6
_05219_,1.6
_05293_,1.6
_05313_,1.6
_05316_,1.6
_05359_,1.6
_05431_,1.6
_05491_,1.6
_05525_,1.6
_05549_,1.6
_05553_,1.6
_05594_,1.6
_05604_,1.6
_05618_,1.6
_05625_,1.6
_05633_,1.6
_05705_,1.6
_05708_,1.6
_05716_,1.6
_05779_,1.6
_05781_,1.6
_05784_,1.6
_05793_,1.6
_00437_,1.545
_00456_,1.545
_00475_,1.545
_00477_,1.545
_00547_,1.545
_00592_,1.545
_00806_,1.545
_01178_,1.545
_01196_,1.545
_01329_,1.48
_01462_,1.48
_01487_,1.48
_01714_,1.48
_02433_,1.48
_02515_,1.48
_02560_,1.48
_02762_,1.48
_04267_,1.48
_04365_,1.48
_04677_,1.48
_00134_,1.405
_00183_,1.405
_04039_,1.4
_01673_,1.39
_02017_,1.38
_03471_,1.38
_03640_,1.38
_03719_,1.38
_03922_,1.38
_04035_,1.38
_04047_,1.38
_04122_,1.38
_04133_,1.38
_04149_,1.38
_04238_,1.38
_04259_,1.38
_00107_,1.36
_00232_,1.36
_00272_,1.36
_00289_,1.36
_00321_,1.36
_00325_,1.36
_00359_,1.36
_00381_,1.36
_00434_,1.36
_00469_,1.36
_00504_,1.36
_00527_,1.36
_00583_,1.36
_00601_,1.36
_00655_,1.36
_00660_,1.36
_00699_,1.36
_00707_,1.36
_00783_,1.36
_00830_,1.36
_00874_,1.36
_00891_,1.36
_00932_,1.36
_00943_,1.36
_00952_,1.36
_00966_,1.36
_00993_,1.36
_01006_,1.36
_01022_,1.36
_01038_,1.36
_01058_,1.36
_01065_,1.36
_01088_,1.36
_01101_,1.36
_01141_,1.36
_01157_,1.36
_01177_,1.36
_01185_,1.36
_02036_,1.36
_03453_,1.36
_03574_,1.36
_01758_,1.26
_02589_,1.26
_02822_,1.26
_03139_,1.26
_03740_,1.26
_03876_,1.26
_03979_,1.26
_04021_,1.26
_04102_,1.26
_04104_,1.26
_04140_,1.26
_04164_,1.26
_04545_,1.26
_05408_,1.18
_03572_,1.17
_01483_,1.14
_01604_,1.14
_01670_,1.14
_01700_,1.14
_01739_,1.14
_01789_,1.14
_01815_,1.14
_01836_,1.14
_01843_,1.14
_01933_,1.14
_01992_,1.14
_02006_,1.14
_02041_,1.14
_02054_,1.14
_02202_,1.14
_02257_,1.14
_02344_,1.14
_02358_,1.14
_02381_,1.14
_02423_,1.14
_02523_,1.14
_02545_,1.14
_02583_,1.14
_02608_,1.14
_02635_,1.14
_02707_,1.14
_02720_,1.14
_02863_,1.14
_02913_,1.14
_02989_,1.14
_03003_,1.14
_03014_,1.14
_03029_,1.14
_03067_,1.14
_03633_,1.14
_03670_,1.14
_03934_,1.14
_04032_,1.14
_04036_,1.14
_04158_,1.14
_04405_,1.14
_04442_,1.14
_04453_,1.14
_04455_,1.14
_04473_,1.14
_04554_,1.14
_04556_,1.14
_04557_,1.14
_04578_,1.14
_04602_,1.14
_04623_,1.14
_04682_,1.14
_04692_,1.14
_04697_,1.14
_04710_,1.14
_04723_,1.14
_04744_,1.14
_04751_,1.14
_04754_,1.14
_04756_,1.14
_04763_,1.14
_04764_,1.14
_04778_,1.14
_04783_,1.14
_04803_,1.14
_04804_,1.14
_04812_,1.14
_04813_,1.14
_04823_,1.14
_04829_,1.14
_04830_,1.14
_04836_,1.14
_04861_,1.14
_04889_,1.14
_04892_,1.14
_04905_,1.14
_04910_,1.14
_04915_,1.14
_04916_,1.14
_04928_,1.14
_04933_,1.14
_04948_,1.14
_04956_,1.14
_04960_,1.14
_04969_,1.14
_04994_,1.14
_04996_,1.14
_05006_,1.14
_05028_,1.14
_05042_,1.14
_05069_,1.14
_05080_,1.14
_05098_,1.14
_05100_,1.14
_05102_,1.14
_05109_,1.14
_05111_,1.14
_05122_,1.14
_05129_,1.14
_05137_,1.14
_05141_,1.14
_05144_,1.14
_05149_,1.14
_05159_,1.14
_05182_,1.14
_05186_,1.14
_05196_,1.14
_05209_,1.14
_05217_,1.14
_05231_,1.14
_05237_,1.14
_05238_,1.14
_05246_,1.14
_05251_,1.14
_05269_,1.14
_05283_,1.14
_05417_,1.14
_05418_,1.14
_05465_,1.14
_05477_,1.14
_05479_,1.14
_05486_,1.14
_05499_,1.14
_05522_,1.14
_05544_,1.14
_05564_,1.14
_05585_,1.14
_05588_,1.14
_05611_,1.14
_05645_,1.14
_05660_,1.14
_05668_,1.14
_05670_,1.14
_05673_,1.14
_05683_,1.14
_05694_,1.14
_05696_,1.14
_05712_,1.14
_05715_,1.14
_05730_,1.14
_05736_,1.14
_05746_,1.14
_05748_,1.14
_05769_,1.14
_05815_,1.14
_05816_,1.14
_05820_,1.14
_05825_,1.14
_05829_,1.14
u_decodestage.i_immo\[11\],1.14
u_decodestage.pc_address\[28\],1.14
u_decodestage.pc_address\[4\],1.14
_00331_,1.085
_02353_,1.085
_01285_,1.02
_02526_,1.02
_02529_,1.02
_02555_,1.02
_03551_,1.02
_02065_,0.92
_02355_,0.92
_03023_,0.92
_03129_,0.92
_03321_,0.92
_03552_,0.92
_03577_,0.92
_04491_,0.92
_02084_,0.8
_03587_,0.8
_03935_,0.8
_03984_,0.8
_01738_,0.46
_01747_,0.46
_02607_,0.46
_02745_,0.46
_02877_,0.46
_03631_,0.46
_03773_,0.46
_03785_,0.46
_03787_,0.46
_03833_,0.46
_03841_,0.46
_03857_,0.46
_03906_,0.46
_03962_,0.46
_04015_,0.46
_04136_,0.46
_04480_,0.46
_04485_,0.46
_04616_,0.46
